Type,Address,Price,Street Address,City,State,Zip Code,Sq. Feet,Href
New construction,"1687 Gentle Rain Dr # Ydl8f, Castle Rock, CO 80109","$618,950 ",1687 Gentle Rain Dr # YDL8F,Castle Rock,CO,80109,"3,330",https://www.zillow.com/community/blacktail-at-meadows/2078677072_zpid/
House for sale,"1775 Avery Way, Castle Rock, CO 80109","$810,000 ",1775 Avery Way ,Castle Rock,CO,80109,"5,934",https://www.zillow.com/homedetails/1775-Avery-Way-Castle-Rock-CO-80109/95278502_zpid/
House for sale,"3718 Elk Run Dr, Castle Rock, CO 80109","$749,900 ",3718 Elk Run Dr ,Castle Rock,CO,80109,"6,023",https://www.zillow.com/homedetails/3718-Elk-Run-Dr-Castle-Rock-CO-80109/13485935_zpid/
House for sale,"1370 Prairie High Rd, Castle Rock, CO 80109","$549,500 ",1370 Prairie High Rd ,Castle Rock,CO,80109,"3,457",https://www.zillow.com/homedetails/1370-Prairie-High-Rd-Castle-Rock-CO-80109/90142062_zpid/
House for sale,"4862 N Silverlace Dr, Castle Rock, CO 80109","$479,900 ",4862 N Silverlace Dr ,Castle Rock,CO,80109,"2,866",https://www.zillow.com/homedetails/4862-N-Silverlace-Dr-Castle-Rock-CO-80109/13485402_zpid/
House for sale,"3712 Wonder Dr, Castle Rock, CO 80109","$409,000 ",3712 Wonder Dr ,Castle Rock,CO,80109,"1,652",https://www.zillow.com/homedetails/3712-Wonder-Dr-Castle-Rock-CO-80109/62810351_zpid/
New construction,"1687 Gentle Rain Dr # 9jm1ye, Castle Rock, CO 80109","$621,950 ",1687 Gentle Rain Dr # 9JM1YE,Castle Rock,CO,80109,"2,520",https://www.zillow.com/community/blacktail-at-meadows/2078677066_zpid/
New construction,"2375 Fiji Dr # 399jy2, Castle Rock, CO 80109","$421,950 ",2375 Fiji Dr # 399JY2,Castle Rock,CO,80109,"1,790",https://www.zillow.com/community/cityscapes-at-meadows/2078677128_zpid/
House for sale,"4699 Dusty Pine Trl, Castle Rock, CO 80109","$669,000 ",4699 Dusty Pine Trl ,Castle Rock,CO,80109,"4,259",https://www.zillow.com/homedetails/4699-Dusty-Pine-Trl-Castle-Rock-CO-80109/67453283_zpid/
House for sale,"4324 Timber Hollow Loop, Castle Rock, CO 80109","$535,000 ",4324 Timber Hollow Loop ,Castle Rock,CO,80109,"3,813",https://www.zillow.com/homedetails/4324-Timber-Hollow-Loop-Castle-Rock-CO-80109/52460795_zpid/
House for sale,"4418 Prairie Rose Cir, Castle Rock, CO 80109","$482,500 ",4418 Prairie Rose Cir ,Castle Rock,CO,80109,"2,698",https://www.zillow.com/homedetails/4418-Prairie-Rose-Cir-Castle-Rock-CO-80109/52462085_zpid/
House for sale,"1531 Short Grass Ct, Castle Rock, CO 80109","$549,900 ",1531 Short Grass Ct ,Castle Rock,CO,80109,"3,866",https://www.zillow.com/homedetails/1531-Short-Grass-Ct-Castle-Rock-CO-80109/13490355_zpid/
New construction,"2375 Fiji Dr # Lt6rdz, Castle Rock, CO 80109","$444,950 ",2375 Fiji Dr # LT6RDZ,Castle Rock,CO,80109,"1,800",https://www.zillow.com/community/cityscapes-at-meadows/2078677130_zpid/
New construction,"3897 Forever Cir # 3kmev5, Castle Rock, CO 80109","$562,000 ",3897 Forever Cir # 3KMEV5,Castle Rock,CO,80109,"2,653",https://www.zillow.com/community/panorama-at-meadows/2079733335_zpid/
New construction,"2923 Distant Rock Ave # 6ag4ym, Castle Rock, CO 80109","$385,400 ",2923 Distant Rock Ave # 6AG4YM,Castle Rock,CO,80109,"1,673",https://www.zillow.com/community/meadows-villas/2079733288_zpid/
House for sale,"3738 Dinosaur St, Castle Rock, CO 80109","$518,200 ",3738 Dinosaur St ,Castle Rock,CO,80109,"3,708",https://www.zillow.com/homedetails/3738-Dinosaur-St-Castle-Rock-CO-80109/82242543_zpid/
New construction,"1687 Gentle Rain Dr # 3lule8, Castle Rock, CO 80109","$638,950 ",1687 Gentle Rain Dr # 3LULE8,Castle Rock,CO,80109,"3,950",https://www.zillow.com/community/blacktail-at-meadows/2078677069_zpid/
New construction,"2375 Fiji Dr # 53h25y, Castle Rock, CO 80109","$417,950 ",2375 Fiji Dr # 53H25Y,Castle Rock,CO,80109,"1,800",https://www.zillow.com/community/cityscapes-at-meadows/2078677129_zpid/
New construction,"3897 Forever Cir # Jp2bhd, Castle Rock, CO 80109","$512,000 ",3897 Forever Cir # JP2BHD,Castle Rock,CO,80109,"1,747",https://www.zillow.com/community/panorama-at-meadows/2079733330_zpid/
New construction,"1687 Gentle Rain Dr # Bkozg4, Castle Rock, CO 80109","$615,950 ",1687 Gentle Rain Dr # BKOZG4,Castle Rock,CO,80109,"2,450",https://www.zillow.com/community/blacktail-at-meadows/2078677075_zpid/
House for sale,"3795 Castle Butte Dr, Castle Rock, CO 80109","$1,450,000 ",3795 Castle Butte Dr ,Castle Rock,CO,80109,"6,992",https://www.zillow.com/homedetails/3795-Castle-Butte-Dr-Castle-Rock-CO-80109/13493134_zpid/
New construction,"3115 Jonquil St # Po66ae, Castle Rock, CO 80109","$507,900 ",3115 Jonquil St # PO66AE,Castle Rock,CO,80109,"2,340",https://www.zillow.com/community/meadows-at-stewart-park-ridgeline-collection/2081248380_zpid/
New construction,"2923 Distant Rock Ave # Ezcv52, Castle Rock, CO 80109","$382,400 ",2923 Distant Rock Ave # EZCV52,Castle Rock,CO,80109,"1,575",https://www.zillow.com/community/meadows-villas/2079733295_zpid/
New construction,"1687 Gentle Rain Dr # 2ur0b1, Castle Rock, CO 80109","$590,950 ",1687 Gentle Rain Dr # 2UR0B1,Castle Rock,CO,80109,"2,870",https://www.zillow.com/community/blacktail-at-meadows/2078677071_zpid/
New construction,"3115 Jonquil St # X4vpvs, Castle Rock, CO 80109","$546,900 ",3115 Jonquil St # X4VPVS,Castle Rock,CO,80109,"2,853",https://www.zillow.com/community/meadows-at-stewart-park-ridgeline-collection/2081248381_zpid/
New construction,"2923 Distant Rock Ave # 93lx3a, Castle Rock, CO 80109","$372,400 ",2923 Distant Rock Ave # 93LX3A,Castle Rock,CO,80109,"1,443",https://www.zillow.com/community/meadows-villas/2079733293_zpid/
New construction,"1687 Gentle Rain Dr # B8dntw, Castle Rock, CO 80109","$620,950 ",1687 Gentle Rain Dr # B8DNTW,Castle Rock,CO,80109,"3,190",https://www.zillow.com/community/blacktail-at-meadows/2078677068_zpid/
New construction,"2923 Distant Rock Ave # Vwyjmu, Castle Rock, CO 80109","$392,400 ",2923 Distant Rock Ave # VWYJMU,Castle Rock,CO,80109,"1,762",https://www.zillow.com/community/meadows-villas/2079733290_zpid/
House for sale,"3736 Sanguine Cir, Castle Rock, CO 80109","$505,000 ",3736 Sanguine Cir ,Castle Rock,CO,80109,"2,200",https://www.zillow.com/homedetails/3736-Sanguine-Cir-Castle-Rock-CO-80109/249984977_zpid/
House for sale,"2949 Merry Rest Way, Castle Rock, CO 80109","$425,000 ",2949 Merry Rest Way ,Castle Rock,CO,80109,"1,435",https://www.zillow.com/homedetails/2949-Merry-Rest-Way-Castle-Rock-CO-80109/249983408_zpid/
House for sale,"2461 Tonga Dr, Castle Rock, CO 80109","$460,000 ",2461 Tonga Dr ,Castle Rock,CO,80109,"1,796",https://www.zillow.com/homedetails/2461-Tonga-Dr-Castle-Rock-CO-80109/249984047_zpid/
New construction,"1687 Gentle Rain Dr # Jwb3l1, Castle Rock, CO 80109","$591,950 ",1687 Gentle Rain Dr # JWB3L1,Castle Rock,CO,80109,"3,210",https://www.zillow.com/community/blacktail-at-meadows/2078677073_zpid/
House for sale,"3885 Forever Cir, Castle Rock, CO 80109","$560,000 ",3885 Forever Cir ,Castle Rock,CO,80109,"3,370",https://www.zillow.com/homedetails/3885-Forever-Cir-Castle-Rock-CO-80109/245220978_zpid/
New construction,"2608 Palau Way, Castle Rock, CO 80109","$457,967 ",2608 Palau Way ,Castle Rock,CO,80109,"1,800",https://www.zillow.com/homedetails/2608-Palau-Way-Castle-Rock-CO-80109/249983861_zpid/
New construction,"1687 Gentle Rain Dr # Mudo61, Castle Rock, CO 80109","$553,950 ",1687 Gentle Rain Dr # MUDO61,Castle Rock,CO,80109,"2,320",https://www.zillow.com/community/blacktail-at-meadows/2078677074_zpid/
House for sale,"2888 Penstemon Way, Castle Rock, CO 80109","$495,000 ",2888 Penstemon Way ,Castle Rock,CO,80109,"2,909",https://www.zillow.com/homedetails/2888-Penstemon-Way-Castle-Rock-CO-80109/52460621_zpid/
House for sale,"1641 Bent Grass Cir, Castle Rock, CO 80109","$565,000 ",1641 Bent Grass Cir ,Castle Rock,CO,80109,"3,251",https://www.zillow.com/homedetails/1641-Bent-Grass-Cir-Castle-Rock-CO-80109/13490310_zpid/
New construction,"3207 Greenery Dr, Castle Rock, CO 80109","$552,700 ",3207 Greenery Dr ,Castle Rock,CO,80109,"2,515",https://www.zillow.com/homedetails/3207-Greenery-Dr-Castle-Rock-CO-80109/249985662_zpid/
House for sale,"2421 Lassen Ln, Castle Rock, CO 80109","$540,000 ",2421 Lassen Ln ,Castle Rock,CO,80109,"4,264",https://www.zillow.com/homedetails/2421-Lassen-Ln-Castle-Rock-CO-80109/121862527_zpid/
New construction,"1687 Gentle Rain Dr # Qyg9y1, Castle Rock, CO 80109","$560,950 ",1687 Gentle Rain Dr # QYG9Y1,Castle Rock,CO,80109,"2,370",https://www.zillow.com/community/blacktail-at-meadows/2078677076_zpid/
New construction,"3115 Jonquil St # Kdlqyx, Castle Rock, CO 80109","$532,900 ",3115 Jonquil St # KDLQYX,Castle Rock,CO,80109,"2,515",https://www.zillow.com/community/meadows-at-stewart-park-ridgeline-collection/2081248382_zpid/
New construction,"1687 Gentle Rain Dr # Q1j3mp, Castle Rock, CO 80109","$568,950 ",1687 Gentle Rain Dr # Q1J3MP,Castle Rock,CO,80109,"2,150",https://www.zillow.com/community/blacktail-at-meadows/2078677067_zpid/
House for sale,"3562 Eugenia Ct, Castle Rock, CO 80109","$579,000 ",3562 Eugenia Ct ,Castle Rock,CO,80109,"3,746",https://www.zillow.com/homedetails/3562-Eugenia-Ct-Castle-Rock-CO-80109/82026705_zpid/
House for sale,"1720 Wild Rye Ct, Castle Rock, CO 80109","$625,000 ",1720 Wild Rye Ct ,Castle Rock,CO,80109,"4,777",https://www.zillow.com/homedetails/1720-Wild-Rye-Ct-Castle-Rock-CO-80109/13490336_zpid/
House for sale,"4085 Miners Candle Pl, Castle Rock, CO 80109","$400,000 ",4085 Miners Candle Pl ,Castle Rock,CO,80109,"1,495",https://www.zillow.com/homedetails/4085-Miners-Candle-Pl-Castle-Rock-CO-80109/62810418_zpid/
New construction,"2923 Distant Rock Ave # Qpncn8, Castle Rock, CO 80109","$398,400 ",2923 Distant Rock Ave # QPNCN8,Castle Rock,CO,80109,"1,883",https://www.zillow.com/community/meadows-villas/2079733291_zpid/
New construction,"1687 Gentle Rain Dr # 5brcsh, Castle Rock, CO 80109","$610,950 ",1687 Gentle Rain Dr # 5BRCSH,Castle Rock,CO,80109,"2,990",https://www.zillow.com/community/blacktail-at-meadows/2078677070_zpid/
House for sale,"2828 Dreamcatcher Loop, Castle Rock, CO 80109","$525,000 ",2828 Dreamcatcher Loop ,Castle Rock,CO,80109,"3,055",https://www.zillow.com/homedetails/2828-Dreamcatcher-Loop-Castle-Rock-CO-80109/108394220_zpid/
House for sale,"4948 Rocky Mountain Dr, Castle Rock, CO 80109","$527,000 ",4948 Rocky Mountain Dr ,Castle Rock,CO,80109,"3,564",https://www.zillow.com/homedetails/4948-Rocky-Mountain-Dr-Castle-Rock-CO-80109/13485517_zpid/
House for sale,"1243 Exquisite St, Castle Rock, CO 80109","$640,000 ",1243 Exquisite St ,Castle Rock,CO,80109,"5,052",https://www.zillow.com/homedetails/1243-Exquisite-St-Castle-Rock-CO-80109/82029180_zpid/
House for sale,"3353 Umber Cir, Castle Rock, CO 80109","$579,900 ",3353 Umber Cir ,Castle Rock,CO,80109,"3,501",https://www.zillow.com/homedetails/3353-Umber-Cir-Castle-Rock-CO-80109/249984328_zpid/
New construction,"3286 Greenery Dr, Castle Rock, CO 80109","$570,900 ",3286 Greenery Dr ,Castle Rock,CO,80109,"2,853",https://www.zillow.com/homedetails/3286-Greenery-Dr-Castle-Rock-CO-80109/249983478_zpid/
House for sale,"3445 New Haven Cir, Castle Rock, CO 80109","$505,000 ",3445 New Haven Cir ,Castle Rock,CO,80109,"3,020",https://www.zillow.com/homedetails/3445-New-Haven-Cir-Castle-Rock-CO-80109/121863370_zpid/
House for sale,"5083 Gould Cir, Castle Rock, CO 80109","$679,900 ",5083 Gould Cir ,Castle Rock,CO,80109,"4,311",https://www.zillow.com/homedetails/5083-Gould-Cir-Castle-Rock-CO-80109/82026239_zpid/
New construction,"3257 Sellman Loop, Castle Rock, CO 80109","$525,500 ",3257 Sellman Loop ,Castle Rock,CO,80109,"2,340",https://www.zillow.com/homedetails/3257-Sellman-Loop-Castle-Rock-CO-80109/249984712_zpid/
House for sale,"3785 Hourglass Ave, Castle Rock, CO 80109","$749,900 ",3785 Hourglass Ave ,Castle Rock,CO,80109,"4,992",https://www.zillow.com/homedetails/3785-Hourglass-Ave-Castle-Rock-CO-80109/98970150_zpid/
House for sale,"1423 Candleglow St, Castle Rock, CO 80109","$590,000 ",1423 Candleglow St ,Castle Rock,CO,80109,"4,550",https://www.zillow.com/homedetails/1423-Candleglow-St-Castle-Rock-CO-80109/81770201_zpid/
House for sale,"3304 Dawn Glow Way, Castle Rock, CO 80109","$595,000 ",3304 Dawn Glow Way ,Castle Rock,CO,80109,"4,110",https://www.zillow.com/homedetails/3304-Dawn-Glow-Way-Castle-Rock-CO-80109/87811710_zpid/
House for sale,"3226 Greenery Dr, Castle Rock, CO 80109","$533,400 ",3226 Greenery Dr ,Castle Rock,CO,80109,"2,515",https://www.zillow.com/homedetails/3226-Greenery-Dr-Castle-Rock-CO-80109/249984974_zpid/
House for sale,"2455 Fairway Wood Cir, Castle Rock, CO 80109","$689,000 ",2455 Fairway Wood Cir ,Castle Rock,CO,80109,"4,278",https://www.zillow.com/homedetails/2455-Fairway-Wood-Cir-Castle-Rock-CO-80109/108395394_zpid/
House for sale,"1801 Promontory Dr, Castle Rock, CO 80109","$1,128,200 ",1801 Promontory Dr ,Castle Rock,CO,80109,"4,065",https://www.zillow.com/homedetails/1801-Promontory-Dr-Castle-Rock-CO-80109/13492768_zpid/
House for sale,"2463 Switch Grass Way, Castle Rock, CO 80109","$615,000 ",2463 Switch Grass Way ,Castle Rock,CO,80109,"5,420",https://www.zillow.com/homedetails/2463-Switch-Grass-Way-Castle-Rock-CO-80109/52461991_zpid/
House for sale,"1255 Bulrush Dr, Castle Rock, CO 80109","$649,900 ",1255 Bulrush Dr ,Castle Rock,CO,80109,"5,250",https://www.zillow.com/homedetails/1255-Bulrush-Dr-Castle-Rock-CO-80109/52461837_zpid/
House for sale,"2584 Ambience Ln, Castle Rock, CO 80109","$588,900 ",2584 Ambience Ln ,Castle Rock,CO,80109,"3,622",https://www.zillow.com/homedetails/2584-Ambience-Ln-Castle-Rock-CO-80109/121235071_zpid/
For sale by owner,"195 Prairie Hawk Dr, Castle Rock, CO 80109","$585,000 ",195 Prairie Hawk Dr ,Castle Rock,CO,80109,"1,955",https://www.zillow.com/homedetails/195-Prairie-Hawk-Dr-Castle-Rock-CO-80109/157719482_zpid/
House for sale,"2205 Stevens Ct, Castle Rock, CO 80109","$1,249,001 ",2205 Stevens Ct ,Castle Rock,CO,80109,"6,995",https://www.zillow.com/homedetails/2205-Stevens-Ct-Castle-Rock-CO-80109/82029863_zpid/
New construction,"1504 Gentle Rain Dr, Castle Rock, CO 80109","$718,031 ",1504 Gentle Rain Dr ,Castle Rock,CO,80109,"2,870",https://www.zillow.com/homedetails/1504-Gentle-Rain-Dr-Castle-Rock-CO-80109/108385479_zpid/
House for sale,"2925 Craig Ct, Castle Rock, CO 80109","$550,000 ",2925 Craig Ct ,Castle Rock,CO,80109,"3,851",https://www.zillow.com/homedetails/2925-Craig-Ct-Castle-Rock-CO-80109/82030727_zpid/
House for sale,"3678 Cadence Dr, Castle Rock, CO 80109","$498,000 ",3678 Cadence Dr ,Castle Rock,CO,80109,"3,113",https://www.zillow.com/homedetails/3678-Cadence-Dr-Castle-Rock-CO-80109/108399492_zpid/
Pre-foreclosure / Auction,"4949 Rock Creek Dr, Castle Rock, CO 80109","$538,551 ",4949 Rock Creek Dr ,Castle Rock,CO,80109,"2,654",https://www.zillow.com/homedetails/4949-Rock-Creek-Dr-Castle-Rock-CO-80109/13485880_zpid/
House for sale,"2024 Wood Thrush Way, Castle Rock, CO 80109","$690,000 ",2024 Wood Thrush Way ,Castle Rock,CO,80109,"3,514",https://www.zillow.com/homedetails/2024-Wood-Thrush-Way-Castle-Rock-CO-80109/124171271_zpid/
House for sale,"4358 Fell Mist Way, Castle Rock, CO 80109","$706,000 ",4358 Fell Mist Way ,Castle Rock,CO,80109,"4,318",https://www.zillow.com/homedetails/4358-Fell-Mist-Way-Castle-Rock-CO-80109/108390960_zpid/
For sale by owner,"3189 Ireland Moss St, Castle Rock, CO 80109","$529,900 ",3189 Ireland Moss St ,Castle Rock,CO,80109,"4,275",https://www.zillow.com/homedetails/3189-Ireland-Moss-St-Castle-Rock-CO-80109/249984927_zpid/
House for sale,"1157 Switch Grass Dr, Castle Rock, CO 80109","$519,999 ",1157 Switch Grass Dr ,Castle Rock,CO,80109,"2,980",https://www.zillow.com/homedetails/1157-Switch-Grass-Dr-Castle-Rock-CO-80109/52461899_zpid/
Pre-foreclosure,"1518 Chimney Peak Dr, Castle Rock, CO 80109","$330,220 ",1518 Chimney Peak Dr ,Castle Rock,CO,80109,"1,613",https://www.zillow.com/homedetails/1518-Chimney-Peak-Dr-Castle-Rock-CO-80109/55814879_zpid/
Auction,"3025 Breezy Ln, Castle Rock, CO 80109","$800,352 ",3025 Breezy Ln ,Castle Rock,CO,80109,"3,910",https://www.zillow.com/homedetails/3025-Breezy-Ln-Castle-Rock-CO-80109/82027446_zpid/
Pre-foreclosure,"3164 W Sugarbowl Ct, Castle Rock, CO 80109","$406,853 ",3164 W Sugarbowl Ct ,Castle Rock,CO,80109,"2,312",https://www.zillow.com/homedetails/3164-W-Sugarbowl-Ct-Castle-Rock-CO-80109/13485209_zpid/
Pre-foreclosure,"3280 Blue Grass Cir, Castle Rock, CO 80109","$423,918 ",3280 Blue Grass Cir ,Castle Rock,CO,80109,"1,697",https://www.zillow.com/homedetails/3280-Blue-Grass-Cir-Castle-Rock-CO-80109/13484637_zpid/
House for sale,"2530 Castle Butte Dr, Castle Rock, CO 80109","$2,750,000 ",2530 Castle Butte Dr ,Castle Rock,CO,80109,"8,442",https://www.zillow.com/homedetails/2530-Castle-Butte-Dr-Castle-Rock-CO-80109/82024025_zpid/
Townhouse for sale,"1357 Royal Troon Dr, Castle Rock, CO 80104","$335,000 ",1357 Royal Troon Dr ,Castle Rock,CO,80104,"1,618",https://www.zillow.com/homedetails/1357-Royal-Troon-Dr-Castle-Rock-CO-80104/67452925_zpid/
New construction,"5778 High Timber Cir # Rvnmol, Castle Rock, CO 80104","$396,990 ",5778 High Timber Cir # RVNMOL,Castle Rock,CO,80104,"1,654",https://www.zillow.com/community/crystal-valley/2078584242_zpid/
New construction,"5778 High Timber Cir # Xmsw5j, Castle Rock, CO 80104","$448,990 ",5778 High Timber Cir # XMSW5J,Castle Rock,CO,80104,"2,649",https://www.zillow.com/community/crystal-valley-pine-ridge/2078661702_zpid/
New construction,"1695 Sammy Ln # 7vq92w, Castle Rock, CO 80104","$411,950 ",1695 Sammy Ln # 7VQ92W,Castle Rock,CO,80104,"1,880",https://www.zillow.com/community/seasons-at-oaks/2078671966_zpid/
New construction,"5778 High Timber Cir # Olsjvm, Castle Rock, CO 80104","$439,990 ",5778 High Timber Cir # OLSJVM,Castle Rock,CO,80104,"2,738",https://www.zillow.com/community/crystal-valley/2078584244_zpid/
New construction,"3662 Makley Cir # J0vwsv, Castle Rock, CO 80104","$403,950 ",3662 Makley Cir # J0VWSV,Castle Rock,CO,80104,"1,960",https://www.zillow.com/community/grove-at-crystal-valley/2078677056_zpid/
New construction,"2627 Hillcroft Ln # M468hq, Castle Rock, CO 80104","$471,950 ",2627 Hillcroft Ln # M468HQ,Castle Rock,CO,80104,"2,300",https://www.zillow.com/community/carriage-hills-at-crystal-valley/2078677062_zpid/
New construction,"5778 High Timber Cir # W10fsh, Castle Rock, CO 80104","$405,990 ",5778 High Timber Cir # W10FSH,Castle Rock,CO,80104,"1,774",https://www.zillow.com/community/crystal-valley-pine-ridge/2078661707_zpid/
House for sale,"3427 Cade Ct, Castle Rock, CO 80104","$464,950 ",3427 Cade Ct ,Castle Rock,CO,80104,"1,831",https://www.zillow.com/homedetails/3427-Cade-Ct-Castle-Rock-CO-80104/249984960_zpid/
New construction,"1695 Sammy Ln # Xlaejq, Castle Rock, CO 80104","$422,950 ",1695 Sammy Ln # XLAEJQ,Castle Rock,CO,80104,"2,180",https://www.zillow.com/community/seasons-at-oaks/2078671968_zpid/
House for sale,"1203 Greenwood Ln, Castle Rock, CO 80104","$365,000 ",1203 Greenwood Ln ,Castle Rock,CO,80104,"1,780",https://www.zillow.com/homedetails/1203-Greenwood-Ln-Castle-Rock-CO-80104/13491984_zpid/
House for sale,"425 Peabody St, Castle Rock, CO 80104","$419,900 ",425 Peabody St ,Castle Rock,CO,80104,"1,946",https://www.zillow.com/homedetails/425-Peabody-St-Castle-Rock-CO-80104/82025564_zpid/
New construction,"5563 Cat Hollow Ct # 20j3wu, Castle Rock, CO 80104","$394,950 ",5563 Cat Hollow Ct # 20J3WU,Castle Rock,CO,80104,"1,800",https://www.zillow.com/community/seasons-at-cliffrose-at-homestead/2078677081_zpid/
New construction,"5778 High Timber Cir # 9vy369, Castle Rock, CO 80104","$434,990 ",5778 High Timber Cir # 9VY369,Castle Rock,CO,80104,"2,566",https://www.zillow.com/community/crystal-valley/2078584241_zpid/
House for sale,"115 Ash Ave, Castle Rock, CO 80104","$379,973 ",115 Ash Ave ,Castle Rock,CO,80104,"2,000",https://www.zillow.com/homedetails/115-Ash-Ave-Castle-Rock-CO-80104/13491302_zpid/
New construction,"3662 Makley Cir # Mhd4ob, Castle Rock, CO 80104","$453,950 ",3662 Makley Cir # MHD4OB,Castle Rock,CO,80104,"2,680",https://www.zillow.com/community/grove-at-crystal-valley/2078677061_zpid/
New construction,"2627 Hillcroft Ln # 4iba88, Castle Rock, CO 80104","$460,950 ",2627 Hillcroft Ln # 4IBA88,Castle Rock,CO,80104,"1,850",https://www.zillow.com/community/cliffrose-at-homestead-at-crystal-valley/2078677095_zpid/
New construction,"2627 Hillcroft Ln # Aa3rao, Castle Rock, CO 80104","$482,950 ",2627 Hillcroft Ln # AA3RAO,Castle Rock,CO,80104,"3,000",https://www.zillow.com/community/carriage-hills-at-crystal-valley/2078677063_zpid/
House for sale,"5390 Suffolk Ave, Castle Rock, CO 80104","$419,900 ",5390 Suffolk Ave ,Castle Rock,CO,80104,"1,890",https://www.zillow.com/homedetails/5390-Suffolk-Ave-Castle-Rock-CO-80104/13495516_zpid/
New construction,"Mikelson Blvd # Idvjly, Castle Rock, CO 80104","$411,950 ", Mikelson Blvd # IDVJLY,Castle Rock,CO,80104,"2,180",https://www.zillow.com/community/bella-mesa/2078677111_zpid/
